Temperature_C,pH,Chloride_ppm,Flow_Velocity_ms,Corrosion_Rate_mm_per_year
68.69021545015713,5.093645469887248,5741.358988921748,3.2764590749813283,0.481797007701698
143.59285983328908,4.975830392575999,8064.051676534864,0.9446931743153145,0.7142214888096492
115.15921243548266,10.250036644168294,7613.601251412082,4.374733360438593,0.6324582533776049
97.82560294561476,4.996369598796049,1581.3040517030481,3.104269571439284,0.37425948586793417
40.28242325751675,5.175597809029048,1535.0322239276654,0.8702990294290759,0.16815787476786886
40.27928764370634,9.07518609934371,2718.3349590618877,4.815456481657914,0.32923689755906776
27.550869581865932,6.59791873960432,3642.6935270933204,2.639990770343071,0.21252693297573091
132.60289895074158,9.213684455641449,4114.133035014402,0.4572024141711095,0.4927338591172292
98.14495152661715,3.522929260515082,6812.987307491785,3.17148123163383,0.686004858535631
112.04943511348591,6.9005695493870745,613.9703000500623,1.3406746443627704,0.28822683030198415
22.675984258454317,3.268908801466261,394.99340704936054,4.038097914198782,0.3028047919472805
146.08828078105927,3.501225627642836,3949.510101291895,4.107328160474334,0.6993961948005113
128.21754330405483,10.251499626755287,6986.778736772905,4.896842043687843,0.7834269699605243
47.6040843881759,4.113962968940761,1974.6816624170015,2.5591607020200686,0.3790099638176448
43.63724573692308,7.259365458201737,6432.9695884997045,2.3292887106659124,0.4646016699798571
43.84258628094639,6.288764820805652,2635.2899725059797,3.7920304666877556,0.18356460559064913
59.55149158473991,5.778746610070741,8866.556782694488,0.7491062160754401,0.5426883474659082
88.21833611219093,10.19866676549818,8962.114945452835,2.7798860175863087,0.7232192387051127
76.15285242347505,3.174587174203916,3008.0076825991987,2.77661324064117,0.6172510756622844
57.85978822574545,8.310317489404714,2338.437851934243,0.5384183017708974,0.23190292958946765
99.54087631390934,10.707155473708404,4142.474522059001,2.1481220189838766,0.6003927039860757
38.13420188476544,7.4813454676947355,2443.28927254248,4.28109551297929,0.2550802493850663
57.97880430957836,10.494579696264735,6740.219240752451,4.295152747773836,0.6068735554152842
67.62703962817992,3.41806303428819,8269.343611255441,0.586264558106437,0.6382654212255879
79.28909794821467,6.350346552593291,6747.266702566609,0.5445323254643712,0.39129344733569027
122.07287498109177,5.081262327696409,8252.286950131027,1.3872078373094832,0.6523169287442612
45.957591680586766,8.846567719845838,4000.0720139643677,4.386353706514568,0.3960860284108638
86.8504769937695,10.850376723977973,1605.3538585531655,0.7316226668601449,0.5204351293460672
97.01389395206552,5.0522404995539825,7392.611926606042,3.627984332874487,0.6182658023818361
26.038553653599706,8.233396811792595,3636.721326158461,0.5957115361042058,0.16445192624371446
98.98083074718699,4.584781062077921,6729.144711029869,3.1533754833643446,0.5459126180777355
42.1681360793479,7.522642036572879,2742.9072227185684,1.8447297656838098,0.18671055926743935
28.456707088086336,6.71145989350669,858.2348663263931,3.965678418532749,0.10639698144361581
143.35511984293333,10.776042637052296,9926.188865103246,1.245083199244282,0.9433377246162475
145.5321642996927,7.8682181815717325,1604.205003909463,3.2320889640108037,0.37913525072876814
125.09165525513994,5.79605097669455,9884.788889936637,1.2548444194218364,0.6267712949101867
59.59978999253819,3.912766279103467,9773.93532903615,3.596935387249554,0.7105695582687771
32.69737482082991,4.2099746298794765,7948.490133884994,4.381022369347669,0.5520737986371637
108.9502934465804,4.802535439609881,6611.2584727158755,0.7213288157211242,0.5047004205458331
77.21982418614817,5.007733290722384,5799.180149998293,4.3463188741179675,0.45391188006670896
35.86497052982125,9.804928462729102,8667.710376509454,3.00851874663006,0.579419210437521
84.37299831446512,7.489782306260199,2929.923240113905,0.7228414052484174,0.2618526385300322
24.47050774497839,7.1871272909949315,4703.428064224527,2.1949550912625893,0.2517595086992982
138.21165227024167,3.9181509749537398,6212.9301951966945,0.8882154380769797,0.6840594565175715
53.6413976080022,9.88111754679548,4141.345234901437,3.531704655446191,0.41802358757427466
106.12789696601766,8.78251442566787,4303.490218198166,3.8184538586479535,0.4946791150525731
60.52243989162342,3.5413468952000127,3336.33244164574,0.6184029493367149,0.42244535201683836
87.60884275311541,8.66268077783815,5664.106576011133,2.5800852782037578,0.4064801387814505
91.07233631462636,7.3483057387411685,8513.216553750404,4.091662774526994,0.6551225418366285
44.03107921831851,3.653802765974226,2055.207361162813,4.6871989035998824,0.35195488897828664
146.04600160939262,6.666405132229252,9347.608735596743,2.6162375470346735,0.5742871333155906
120.76726703694489,6.877570297040376,6906.4221547948855,4.756368195695894,0.5372909763686069
142.13486240334458,4.326196321306206,8241.5684661663,2.7248759552345465,0.6265236651863091
136.32755555559436,10.565585176002259,5584.097391668616,2.0315334235395492,0.7088358377916453
97.72699724544107,9.799802971845295,7806.191179169432,4.256195329909188,0.760316454180878
139.8436505530052,8.352178698632866,211.19395352769874,2.515615281244637,0.2254906772401709
31.504025266749537,6.698364488004858,8192.885226556376,2.4123223017661632,0.3043422755368063
45.47777211448887,6.294124332676068,449.38164789939685,2.502531198108159,0.05129164610276768
25.87954755836995,8.207787737207633,8904.638094810482,4.249246509161752,0.5025075878419497
62.292942999224366,7.363454955255244,9920.029335024501,4.176513554271455,0.5837170289816527
70.52804765963266,3.498184847055085,2975.971248658939,2.077247962957035,0.4698160765564495
55.275374130606465,7.1000211901626535,2142.669635043647,1.7331693133655728,0.22650482583243803
127.73587618975081,9.451228937862716,7665.365470387505,2.510447317791734,0.727263347437224
66.3779324701666,6.6739190207756645,2567.61209215652,2.9065852977118345,0.3216591705816356
56.5214862593595,3.4156526204341473,8662.345712563425,1.2678523320771853,0.6989972024547113
90.5504908105723,9.290225595072265,1073.2837919668932,3.9903799151063946,0.2058222890533588
38.32014924671914,4.610910257087795,1303.2542039746147,2.4837655520888724,0.21001009163980616
124.28560749802516,5.06896667910431,9792.557973251125,1.7368231872578022,0.6699905235973304
29.691583678370208,4.317650827458367,6754.697037786546,0.623422865523554,0.46344920583276655
148.29530175806724,5.64172051897198,8476.52788306808,1.2703412859776742,0.6303364057147016
120.39182000856546,9.05401204550908,3277.0773046476043,4.75147774160432,0.4940952220866982
45.83303859944242,7.155086876031499,6781.013307730014,1.5949884654156805,0.4261027331040275
20.717875226068312,4.6390501932057004,5962.706181720542,0.9274105178984731,0.393449330380626
126.00998569912844,10.022640625216326,6051.343695223322,2.3572966791094667,0.7058243056876845
111.89145470019022,10.036654839612233,6841.1979724003295,1.6047299424652188,0.6753557251387349
114.77093184532835,9.964627400368055,5774.8237726345305,0.27228032632885135,0.6062365756756376
120.26514506917295,4.910369691052314,4319.170574561526,1.6834115646691448,0.518685249860502
29.62580472543175,6.609914753447905,2795.430809086441,2.766132257303396,0.18928255289171542
66.60054471075543,10.879917249127,7697.38424258636,2.803390622897838,0.8401599066280079
35.062977738266866,9.176099810479922,2301.4106785317026,1.8471387137667548,0.19086407241401163
132.20344536382714,3.2173393698044785,6938.925346236421,2.2917835056377434,0.775398827864668
101.02875648758253,3.5216367300839364,2371.6615853608,4.831037799350355,0.5208295687649223
63.0167432308444,6.711451014498662,6272.035191046816,1.9490075384285273,0.3930434630456912
28.26258553718307,10.273761646892481,7483.428757933838,1.3653113849739167,0.6418823706128612
60.42770182303609,7.309614383621714,2226.203194620065,1.2929885159271248,0.20241844604143927
62.27383186347711,6.982500064274322,646.4358435700174,2.3430466022502574,0.07800915475037963
114.84880318394833,3.8437895996530447,1353.1887427920321,3.821648728713026,0.5089542365853803
102.88247127617771,8.254240837794352,6079.6698243467035,1.1093421025235188,0.4936303638519642
